,g,repr_ATPases
7898,g__Pectinatus,FH
7899,g__Pectobacterium,FH
7900,g__Pediococcus,FH
7901,g__Pedobacter,FH
7902,g__Pedococcus,FH
7903,g__Pedosphaera,FH
7904,g__Pelagerythrobacter,FH
7905,g__Pelagibacter,FH
7906,g__Pelagibacter_A,FH
7907,g__Pelagibacterium,FH
7908,g__Pelagibaculum,FH
7909,g__Pelagibius,FH
7910,g__Pelagicoccus,FH
7911,g__Pelagimonas,FH
7912,g__Pelagirhabdus,ANa
7913,g__Pelistega,FH
7914,g__Pelobium,FH
7915,g__Pelolinea,AH
7916,g__Pelomonas,FH
7917,g__Pelosinus,FH
7918,g__Pelotomaculum,FH
7919,g__Pelotomaculum_B,FH
7920,g__Pelotomaculum_C,FH
7921,g__Peptacetobacter,FNa ANa
7922,g__Peptidiphaga,FH
7923,g__Peptoanaerobacter,AH ANa
7924,g__Peptoclostridium,FNa AH
7925,g__Peptoclostridium_A,FNa AH
7926,g__Peptococcus,FH
7927,g__Peptoniphilus,AH ANa
7928,g__Peptoniphilus_A,AH ANa
7929,g__Peptoniphilus_B,AH ANa
7930,g__Peptoniphilus_C,FNa AH
7931,g__Peptoniphilus_E,AH ANa
7932,g__Peptostreptococcus,FNa ANa
7933,g__Peribacillus,FH
7934,g__Peribacter,FH
7935,g__Perlucidibaca,FH
7936,g__Permianibacter,FH
7937,g__Persephonella,FH
7938,g__Persicimonas,FH NNa
7939,g__Persicitalea,FH
7940,g__Persicobacter,FH
7941,g__Petrimonas,FH ANa
7942,g__Petrocella,FNa AH
7943,g__Petroclostridium,FH AH ANa
7944,g__Petromonas,FNa
7945,g__Petrotoga,FNa
7946,g__Phaeobacter,FH
7947,g__Phaeobacter_A,FH NNa
7948,g__Phaeocystidibacter,FH
7949,g__Phaeodactylibacter,FH ANa
7950,g__Phaeomarinobacter,FH
7951,g__Phaeospirillum,FH
7952,g__Phaeovulum,FH
7953,g__Phascolarctobacterium,FH
7954,g__Phascolarctobacterium_A,FH
7955,g__Phaseolibacter,FH
7956,g__Phenylobacterium,FH
7957,g__Phil1,ANa
7958,g__Phil12,FH
7959,g__Phocaeicola,FH ANa
7960,g__Phocea,FNa
7961,g__Phocoenobacter,FH
7962,g__Phoenicibacter,FH
7963,g__Phorcysia,FH
7964,g__Phormidesmis,FH
7965,g__Phormidesmis_A,FH
7966,g__Phormidium_A,FH
7967,g__Phormidium_B,FH NH
7968,g__Photobacterium,FH FH
7969,g__Photorhabdus,FH
7970,g__Phragmitibacter,FH
7971,g__Phreatobacter,FH
7972,g__Phycicoccus,FH
7973,g__Phycicoccus_A,FH
7974,g__Phycisphaera,FH
7975,g__Phycorickettsia,FH
7976,g__Phycosocius,FH
7977,g__Phyllobacterium,FH
7978,g__Phytoactinopolyspora,FH
7979,g__Phytobacter,FH
7980,g__Phytohabitans,FH
7981,g__Phytomonospora,FH
7982,g__Phytoplasma,nothing
7983,g__Picrophilus,AH
7984,g__Pigmentiphaga,FH
7985,g__Pilibacter,FH ANa
7986,g__Pilimelia,FH
7987,g__Pirellula,FH
7988,g__Pirellula_B,FH
7989,g__Piscibacillus,FH
7990,g__Piscicoccus,FH
7991,g__Pisciglobus,FH ANa
7992,g__Piscinibacter,FH
7993,g__Piscirickettsia,FH
7994,g__Pistricoccus,FH ANa
7995,g__Pla111,FH
7996,g__Pla163,FH
7997,g__Pla175,FH
7998,g__Pla85-3-4,FH NNa
7999,g__Pla86,FH NNa
8000,g__Planctomicrobium,FH
8001,g__Planctomonas,FH
8002,g__Planctomyces_A,FH
8003,g__Planctomyces_B,FH
8004,g__Planctopirus,FH
8005,g__Planifilum,FH
8006,g__Planktomarina,FH
8007,g__Planktophila,FH
8008,g__Planktosalinus,FH
8009,g__Planktotalea,FH
8010,g__Planktothricoides,FH
8011,g__Planktothrix,FH
8012,g__Planobacterium,FH
8013,g__Planococcus,FH
8014,g__Planomonospora,FH
8015,g__Planosporangium,FH
8016,g__Plantibacter,FH
8017,g__Plasticicumulans,FH NH
8018,g__Plasticicumulans_A,FH
8019,g__Pleionea,FH
8020,g__Pleomorphomonas,FH
8021,g__Plesiocystis,FH
8022,g__Plesiomonas,FH
8023,g__Pleurocapsa,FH
8024,g__Pluralibacter,FH
8025,g__Plut-88865,FH
8026,g__Plut-88870,q FH
8027,g__Plut-88900,FH
8028,g__Polaribacter,FH
8029,g__Polaribacter_A,FH
8030,g__Polaromonas,FH
8031,g__Poly24,FH
8032,g__Polyangium,FH
8033,g__Polyangium_A,FH
8034,g__Polycyclovorans,FH
8035,g__Polymorphobacter,FH
8036,g__Polymorphobacter_A,FH
8037,g__Polymorphum,FH
8038,g__Polynucleobacter,FH
8039,g__Pontibaca,FH
8040,g__Pontibacillus,FH
8041,g__Pontibacillus_A,FH
8042,g__Pontibacter,FH
8043,g__Ponticaulis,FH
8044,g__Ponticoccus,FH
8045,g__Pontiella,ANa
8046,g__Pontimonas,FH
8047,g__Pontivivens,FH
8048,g__Pontixanthobacter,FH
8049,g__Porisulfidus,FH
8050,g__Porphyromonas,ANa
8051,g__Porphyromonas_A,ANa
8052,g__Porticoccus,FH
8053,g__Portiera,FH
8054,g__Poseidonia,AH
8055,g__Poseidonibacter,FH
8056,g__Poseidonocella,FH NNa
8057,g__Povalibacter,FH
8058,g__Pradoshia,FH
8059,g__Pragia,FH
8060,g__Prevotella,FH
8061,g__Prevotellamassilia,FH
8062,g__Pricia,FH NNa
8063,g__Priestia,FH
8064,g__Priestia_D,FH
8065,g__Primorskyibacter,FH
8066,g__Prochlorococcus,FH
8067,g__Prochlorococcus_A,FH
8068,g__Prochlorococcus_B,FH
8069,g__Prochlorococcus_C,FH
8070,g__Prochlorococcus_D,FH
8071,g__Prochloron,FH
8072,g__Prochlorothrix,FH
8073,g__Profftella,FH
8074,g__Profundibacterium,FH
8075,g__Prolixibacter,ANa
8076,g__Prometheoarchaeum,AH
8077,g__Promicromonospora,FH
8078,g__Promineofilum,FH
8079,g__Propionibacterium,FH
8080,g__Propionicicella,FH
8081,g__Propioniciclava,FH
8082,g__Propionicimonas,FH
8083,g__Propioniferax,FH
8084,g__Propionimicrobium,FH
8085,g__Propionispira,FH FH
8086,g__Propionispora,FH
8087,g__Propionivibrio,FH
8088,g__Prosthecobacter,FH
8089,g__Prosthecochloris,FH
8090,g__Prosthecomicrobium,FH
8091,g__Prosthecomicrobium_A,FH
8092,g__Protaetiibacter,FH
8093,g__Proteiniborus,FNa
8094,g__Proteiniclasticum,AH ANa
8095,g__Proteiniphilum,FH ANa
8096,g__Proteocatella,FNa AH
8097,g__Proteus,FH
8098,g__Protochlamydia,FH ANa
8099,g__Providencia,FH
8100,g__Providencia_A,nothing
8101,g__Pseudacidovorax,FH NH
8102,g__Pseudactinotalea,FH
8103,g__Pseudaestuariivita,FH
8104,g__Pseudaminobacter,FH
8105,g__Pseudanabaena,FH
8106,g__Pseudarcicella,FH
8107,g__Pseudarthrobacter,FH
8108,g__Pseudescherichia,FH
8109,g__Pseudidiomarina,FH
8110,g__Pseudoalteromonas,FH
8111,g__Pseudobacillus,FH
8112,g__Pseudobacter,FH
8113,g__Pseudobacteriovorax,FH
8114,g__Pseudobacteroides,FH
8115,g__Pseudobdellovibrio,FH
8116,g__Pseudobizionia,FH
8117,g__Pseudobutyrivibrio,FH FNa
8118,g__Pseudochelatococcus,FH AH
8119,g__Pseudochrobactrum,FH
8120,g__Pseudocitrobacter,FH
8121,g__Pseudoclavibacter,FH
8122,g__Pseudoclavibacter_A,FH
8123,g__Pseudoclostridium,AH ANa
8124,g__Pseudocolwellia,FH
8125,g__Pseudodesulfovibrio,FH
8126,g__Pseudodesulfuromonas,FH
8127,g__Pseudodonghicola,FH NH
8128,g__Pseudoduganella,FH
8129,g__Pseudoflavonifractor,AH ANa
8130,g__Pseudofrancisella,FH
8131,g__Pseudofulvimonas,FH
8132,g__Pseudogemmobacter,FH
8133,g__Pseudoglutamicibacter,FH FH
8134,g__Pseudogracilibacillus,FH
8135,g__Pseudogulbenkiania,FH
8136,g__Pseudohaliea,FH
8137,g__Pseudohoeflea,FH
8138,g__Pseudohongiella,FH
8139,g__Pseudokineococcus,FH
8140,g__Pseudolabrys,FH
8141,g__Pseudoleptotrichia,FNa ANa
8142,g__Pseudolysobacter,FH NH
8143,g__Pseudomaricurvus,FH
8144,g__Pseudomethylobacillus,FH
8145,g__Pseudomonas,FH
8146,g__Pseudomonas_A,FH
8147,g__Pseudomonas_B,FH
8148,g__Pseudomonas_C,FH NNa
8149,g__Pseudomonas_D,FH
8150,g__Pseudomonas_E,FH
8151,g__Pseudomonas_F,FH
8152,g__Pseudomonas_H,FH
8153,g__Pseudomonas_K,FH
8154,g__Pseudomonas_L,FH
8155,g__Pseudomonas_M,FH
8156,g__Pseudomonas_N,FH
8157,g__Pseudomonas_O,FH
8158,g__Pseudomonas_P,FH
8159,g__Pseudomonas_Q,FH
8160,g__Pseudomonas_R,FH
8161,g__Pseudomonas_S,FH
8162,g__Pseudonocardia,FH
8163,g__Pseudooceanicola,FH
8164,g__Pseudooceanicola_C,FH
8165,g__Pseudooctadecabacter,FH
8166,g__Pseudopelobacter,FH
8167,g__Pseudophaeobacter,FH
8168,g__Pseudophaeobacter_A,FH NH NNa
8169,g__Pseudoprimorskyibacter,FH
8170,g__Pseudoramibacter,FH ANa
8171,g__Pseudorhizobium,FH
8172,g__Pseudorhodobacter,FH NNa
8173,g__Pseudorhodobacter_B,FH
8174,g__Pseudorhodoferax,FH
8175,g__Pseudorhodoplanes,FH
8176,g__Pseudorivibacter,FH
8177,g__Pseudoroseicyclus,FH
8178,g__Pseudoruegeria,FH
8179,g__Pseudoruminococcus,FNa AH
8180,g__Pseudoscardovia,FH
8181,g__Pseudosphingobacterium,FH
8182,g__Pseudospirillum,FH
8183,g__Pseudoteredinibacter,FH
8184,g__Pseudothermotoga,FNa
8185,g__Pseudothermotoga_A,ANa
8186,g__Pseudothermotoga_B,FNa
8187,g__Pseudovibrio,FH
8188,g__Pseudoxanthobacter,FH
8189,g__Pseudoxanthomonas,FH
8190,g__Pseudoxanthomonas_A,FH
8191,g__Pseudoxanthomonas_B,FH
8192,g__Pseudozobellia,FH
8193,g__Psittacicella,FH
8194,g__Psychrilyobacter,FNa
8195,g__Psychrobacillus,FH
8196,g__Psychrobacter,FH
8197,g__Psychrobium,FH
8198,g__Psychroflexus,FH
8199,g__Psychromicrobium,FH
8200,g__Psychromonas,FH
8201,g__Psychroserpens,FH
8202,g__Psychrosphaera,FH
8203,g__Pueribacillus,FH
8204,g__Puia,FH
8205,g__Pullulanibacillus,FH
8206,g__Pulveribacter,FH
8207,g__Puniceibacterium,FH
8208,g__Puniceicoccus,FH
8209,g__Puniceispirillum,FH
8210,g__Purcelliella,FH
8211,g__Pusillimonas,FH
8212,g__Pusillimonas_A,FH
8213,g__Pusillimonas_B,FH
8214,g__Pusillimonas_C,FH
8215,g__Pustulibacterium,FH
8216,g__Puteibacter,FH ANa
8217,g__Putridiphycobacter,FH
8218,g__Pygmaiobacter,FNa AH
8219,g__Pyramidobacter,ANa
8220,g__Pyrinomonas,FH
8221,g__Pyrobaculum,AH
8222,g__Pyrococcus,ANa
8223,g__Pyrodictium,AH AH
8224,g__Pyrolobus,AH
8225,g__Pyruvatibacter,FH
8226,g__QAKD01,FH
8227,g__QAKL01,nothing
8228,g__QAKR01,FH ANa
8229,g__QAKS01,q ANa
8230,g__QAKW01,AH
8231,g__QALA01,FH
8232,g__QALR01,ANa
8233,g__QALS01,FH ANa
8234,g__QALW01,FH
8235,g__QAMH01,FH
8236,g__QAMI01,FH
8237,g__QAMM01,AH
8238,g__QAMX01,q A-
8239,g__QANA01,nothing
8240,g__QAND01,FH ANa
8241,g__QANG01,FNa AH
8242,g__QAXR01,FH NH
8243,g__QBMD01,FH
8244,g__QBUR01,AH
8245,g__QCWD01,q AH
8246,g__QENH01,AH
8247,g__QENJ01,AH
8248,g__QEVD01,FH
8249,g__QEXZ01,AH
8250,g__QEYE01,FH
8251,g__QFNR01,FH
8252,g__QFOI01,FH
8253,g__QFOP01,FH
8254,g__QFOX01,FH
8255,g__QGGB01,FH
8256,g__QGNO01,FH
8257,g__QGON01,FH AH ANa
8258,g__QH-10-67-22,AH
8259,g__QHBO01,FH
8260,g__QHBP01,nothing
8261,g__QHBQ01,nothing
8262,g__QHBS01,FH
8263,g__QHBW01,FH
8264,g__QHCA01,FH
8265,g__QHCC01,q FH
8266,g__QHCD01,FH
8267,g__QHCE01,FH
8268,g__QHCF01,FH
8269,g__QHMH01,FH
8270,g__QHVH01,FH
8271,g__QHVS01,FH
8272,g__QHVT01,FH
8273,g__QHWT01,FH
8274,g__QHXM01,FH
8275,g__QHXN01,FH
8276,g__QHXQ01,FH
8277,g__QHXW01,FH
8278,g__QHXZ01,FH
8279,g__QHYA01,q F-
8280,g__QHYP01,FH
8281,g__QHYU01,FH
8282,g__QHZM01,q FH
8283,g__QIAA01,FH
8284,g__QIAB01,FH
8285,g__QIAJ01,FH
8286,g__QIAW01,FH
8287,g__QKMZ01,FH
8288,g__QLIT01,FH
8289,g__QLZD01,FH
8290,g__QMVU01,AH
8291,g__QMWL01,q A-
8292,g__QMWT01,ANa
8293,g__QMWW01,q ANa
8294,g__QMZG01,q A-
8295,g__QMZJ01,AH
8296,g__QMZM01,AH
8297,g__QMZP01,nothing
8298,g__QMZS01,nothing
8299,g__QMZT01,nothing
8300,g__QMZY01,AH
8301,g__QMZZ01,nothing
8302,g__QNAD01,q FH
8303,g__QNBC01,ANa
8304,g__QNBT01,AH
8305,g__QNDG01,AH ANa
8306,g__QNEE01,ANa
8307,g__QNES01,FH AH
8308,g__QNFC01,q FH
8309,g__QNFE01,FH
8310,g__QNFN01,FH
8311,g__QNXT01,nothing
8312,g__QNYK01,FH
8313,g__QNYL01,FH
8314,g__QNYQ01,AH
8315,g__QNYZ01,nothing
8316,g__QNZC01,FH
8317,g__QNZR01,FH
8318,g__QNZT01,FH
8319,g__QNZU01,nothing
8320,g__QOAL01,q FH A-
8321,g__QOAS01,FH
8322,g__QOAV01,q F-
8323,g__QOAZ01,FH
8324,g__QPIN01,FH
8325,g__QPJE01,FNa
8326,g__QQUA01,FH
8327,g__QQUE01,FH
8328,g__QQUJ01,FH AH NNa
8329,g__QQUK01,FH
8330,g__QQUY01,FH
8331,g__QQVD01,FH
8332,g__QQVM01,FH
8333,g__QS-1-68-17,nothing
8334,g__QS-1-68-20,AH
8335,g__QS-4-48-99,FH
8336,g__QS-4-69-31,AH
8337,g__QS-4-70-19,AH
8338,g__QS-5-54-17,q F-
8339,g__QS-5-68-33,AH
8340,g__QS-5-70-15,AH
8341,g__QS-5-72-10,q F-
8342,g__QS-8-64-10,FH
8343,g__QS-8-64-29,FH
8344,g__QUBU01,FH
8345,g__QVMH01,ANa
8346,g__QWJF01,FH
8347,g__QWKK01,FH
8348,g__QWOQ01,FH
8349,g__QWPN01,FH
8350,g__QWPT01,FH
8351,g__QWQI01,nothing
8352,g__QXCW01,FH
8353,g__QXHL01,FH
8354,g__QXXE01,FNa
8355,g__QY30,FH
8356,g__QYOJ01,FH
8357,g__QYPD01,nothing
8358,g__QYPT01,FH
8359,g__QYPU01,FH
8360,g__QYQD01,FH
8361,g__QYQG01,FH
8362,g__QYQL01,FH
8363,g__QZFT01,FH
8364,g__QZKY01,FH
8365,g__QZLD01,q FH
8366,g__QZLE01,nothing
8367,g__Qipengyuania,FH
8368,g__Quadrisphaera,FH
8369,g__Quasibacillus,FH
8370,g__Quisquiliibacterium,FH
8371,g__R-H-3,FH
8372,g__R-RK-3,FH
8373,g__R196,FH
8374,g__R267,FH
8375,g__R2A130,FH
8376,g__R2A62,FH
8377,g__R33,FH
8378,g__R4HLG17,FH
8379,g__R501,FH
8380,g__RAAP-1,FH
8381,g__RAAP-2,FH
8382,g__RACS-045,ANa
8383,g__RACS-047,FH ANa
8384,g__RAS1,FH
8385,g__RBC034,FH
8386,g__RBC036,FH
8387,g__RBC038,FH
8388,g__RBC074,FH
8389,g__RBG-1,FH
8390,g__RBG-13-33-26,nothing
8391,g__RBG-13-36-15,FH
8392,g__RBG-13-38-9,AH AH
8393,g__RBG-13-39-12,FH
8394,g__RBG-13-40-15,q F-
8395,g__RBG-13-40-8-A,nothing
8396,g__RBG-13-41-10,q FH
8397,g__RBG-13-42-11,nothing
8398,g__RBG-13-43-14,q ANa
8399,g__RBG-13-43-22,FH
8400,g__RBG-13-46-10,nothing
8401,g__RBG-13-46-13,nothing
8402,g__RBG-13-46-9,ANa
8403,g__RBG-13-49-15,FH
8404,g__RBG-13-50-9,nothing
8405,g__RBG-13-51-18,FH
8406,g__RBG-13-51-36,ANa
8407,g__RBG-13-52-11,q FH
8408,g__RBG-13-53-26,q F-
8409,g__RBG-13-55-18,AH ANa
8410,g__RBG-13-61-14,FH
8411,g__RBG-13-66-14,q ANa
8412,g__RBG-13-68-16,FH
8413,g__RBG-16-34-14,FH
8414,g__RBG-16-39-9b,q FH
8415,g__RBG-16-40-8,FH
8416,g__RBG-16-42-10,nothing
8417,g__RBG-16-42-24,q F-
8418,g__RBG-16-43-11,q FH
8419,g__RBG-16-43-9,q FH
8420,g__RBG-16-45-19,FH
8421,g__RBG-16-48-13,AH
8422,g__RBG-16-49-10,nothing
8423,g__RBG-16-49-21,FH ANa
8424,g__RBG-16-49-23,nothing
8425,g__RBG-16-51-14,FH
8426,g__RBG-16-51-16,FH AH
8427,g__RBG-16-52-11,FH
8428,g__RBG-16-54-11,FH
8429,g__RBG-16-54-18,FH
8430,g__RBG-16-55-9,AH
8431,g__RBG-16-56-11,FH
8432,g__RBG-16-57-11,FH
8433,g__RBG-16-57-12,FH
8434,g__RBG-16-57-9,AH
8435,g__RBG-16-58-11,q FH
8436,g__RBG-16-60-22,FH
8437,g__RBG-16-64-13,FH
8438,g__RBG-16-64-22,q FH
8439,g__RBG-16-64-32,q F-
8440,g__RBG-16-64-43,q F-
8441,g__RBG-16-64-85,q FH
8442,g__RBG-16-65-34,AH
8443,g__RBG-16-66-20,FH
8444,g__RBG-16-66-30,FH
8445,g__RBG-16-68-12,AH
8446,g__RBG-16-68-14,FH
8447,g__RBG-16-68-21,FH
8448,g__RBG-16-71-46,FH
8449,g__RC9,FH ANa
8450,g__RCC1774,FH NNa
8451,g__RCC307,FH
8452,g__RCIO01,FH
8453,g__RCIZ01,FH
8454,g__RDOG01,AH
8455,g__RDXD01,FH
8456,g__RDXE01,FH
8457,g__RDXG01,q FH
8458,g__RDXI01,FH
8459,g__RDXV01,FH
8460,g__RDXZ01,FH
8461,g__RDYJ01,nothing
8462,g__RDYZ01,FH
8463,g__RDZD01,FH
8464,g__RDZE01,FH
8465,g__RDZH01,FH
8466,g__REAB01,FH
8467,g__REAG01,FH
8468,g__REBA01,FH
8469,g__REBR01,FH
8470,g__REBX01,q FH
8471,g__RECG01,FNa
8472,g__RECH01,FH NNa
8473,g__RECM01,FH
8474,g__RECO01,FH
8475,g__RECQ01,FH
8476,g__RECY01,FH
8477,g__RECZ01,FH
8478,g__REDD01,FH
8479,g__REDE01,FH
8480,g__REDG01,FH
8481,g__REDH01,FH
8482,g__REDI01,FH
8483,g__REDP01,FH
8484,g__REDSEA-S09-B13,FH
8485,g__REEB01,FH
8486,g__REEE01,FH
8487,g__REEL01,FH
8488,g__REEP01,FH AH
8489,g__RF16,ANa
8490,g__RFNJ01,FH
8491,g__RFNO01,FH
8492,g__RFNS01,q F-
8493,g__RFOF01,FH
8494,g__RFOM01,FH
8495,g__RFPC01,FH
8496,g__RFPI01,FH
8497,g__RFPW01,FH
8498,g__RFQD01,FH
8499,g__RFSG01,FH
8500,g__RFSX01,FH
8501,g__RFTN01,FH
8502,g__RFTO01,FH
8503,g__RFTU01,FH
8504,g__RFVC01,FH
8505,g__RFXV01,FH
8506,g__RFXW01,FH
8507,g__RFXY01,q F-
8508,g__RFYP01,FH
8509,g__RGAU01,q FH
8510,g__RGDT01,FH
8511,g__RGEC01,FH
8512,g__RGMU01,q FH
8513,g__RGUW01,nothing
8514,g__RGVC01,FH
8515,g__RGVD01,FH
8516,g__RGVT01,FH
8517,g__RGVZ01,FH
8518,g__RGXB01,AH
8519,g__RGZA01,FH
8520,g__RGZB01,FH
8521,g__RGZZ01,q F-
8522,g__RH-AL1,FH
8523,g__RH-chloro-G1,FH
8524,g__RH1A,FH
8525,g__RH2-MAG17b,FH
8526,g__RHAI01,FH
8527,g__RHBSTW-00994,FH
8528,g__RHKK01,FNa
8529,g__RHKX01,FH
8530,g__RHKY01,FH
8531,g__RHLJ01,FH
8532,g__RHOV01,FH
8533,g__RICK01,FH
8534,g__RICK02,FH
8535,g__RJJX01,FH
8536,g__RKRP01,FH
8537,g__RKRQ01,FH
8538,g__RKRZ01,q FH
8539,g__RKSA01,FH
8540,g__RKSB01,FH
8541,g__RKSG073,FH
8542,g__RKSH01,q FH
8543,g__RKSI01,FH
8544,g__RPPD01,q ANa
8545,g__RPPU01,FH
8546,g__RPQH01,FH
8547,g__RPQJ01,FH AH
8548,g__RPQK01,q F-
8549,g__RPQS01,FH
8550,g__RPQV01,FH A-
8551,g__RPRB01,FH AH
8552,g__RPRC01,FH NH
8553,g__RPRI01,FH
8554,g__RQCD01,AH ANa
8555,g__RQJ05,FH
8556,g__RQOF01,NNa
8557,g__RQZE01,FH AH
8558,g__RR4-38,FH
8559,g__RR4-56,FH NNa
8560,g__RS62,FH
8561,g__RSA1,FH
8562,g__RSA11,FH
8563,g__RSA17,q FH
8564,g__RSA5,FH
8565,g__RSA7,FH
8566,g__RSA9,FH
8567,g__RSCCF101,FH
8568,g__RSF151,q F-
8569,g__RU20A,FH
8570,g__RUG013,FH
8571,g__RUG023,AH ANa
8572,g__RUG024,FH
8573,g__RUG033,FH
8574,g__RUG039,FH
8575,g__RUG099,FH ANa
8576,g__RUG100,FH ANa
8577,g__RUG11126,FH
8578,g__RUG11130,FH ANa
8579,g__RUG11139,FH
8580,g__RUG11194,FNa
8581,g__RUG11198,q F-
8582,g__RUG11200,FH FNa
8583,g__RUG11204,ANa
8584,g__RUG11214,ANa
8585,g__RUG11215,q F-
8586,g__RUG11224,q F-
8587,g__RUG11237,FH FNa
8588,g__RUG11241,nothing
8589,g__RUG11247,FH ANa
8590,g__RUG11257,FH ANa
8591,g__RUG11272,FNa
8592,g__RUG114,FH
8593,g__RUG11420,FH
8594,g__RUG115,FH FNa
8595,g__RUG11551,FH
8596,g__RUG11623,ANa
8597,g__RUG11783,nothing
8598,g__RUG11788,nothing
8599,g__RUG11792,FH
8600,g__RUG11795,q FNa
8601,g__RUG11857,FH
8602,g__RUG11864,FH
8603,g__RUG11867,q F-
8604,g__RUG11872,FH
8605,g__RUG11890,nothing
8606,g__RUG11894,ANa
8607,g__RUG11942,q F- A-
8608,g__RUG11977,FH F-
8609,g__RUG12045,FH
8610,g__RUG12395,ANa
8611,g__RUG12438,nothing
8612,g__RUG12461,FNa
8613,g__RUG12783,nothing
8614,g__RUG12817,FNa
8615,g__RUG12826,ANa
8616,g__RUG12834,nothing
8617,g__RUG12867,nothing
8618,g__RUG12871,ANa
8619,g__RUG12931,AH
8620,g__RUG12999,AH ANa
8621,g__RUG13038,nothing
8622,g__RUG13077,ANa
8623,g__RUG13091,FNa
8624,g__RUG131,FNa
8625,g__RUG13160,nothing
8626,g__RUG13279,ANa
8627,g__RUG13409,ANa
8628,g__RUG13423,nothing
8629,g__RUG13583,FH ANa
8630,g__RUG13615,FH
8631,g__RUG13868,nothing
8632,g__RUG14087,FH
8633,g__RUG14106,FH
8634,g__RUG14107,FH
8635,g__RUG14121,nothing
8636,g__RUG14130,FNa
8637,g__RUG14133,FH
8638,g__RUG14156,FH
8639,g__RUG14179,ANa
8640,g__RUG14186,FNa
8641,g__RUG14199,FNa
8642,g__RUG14215,AH
8643,g__RUG14219,FH
8644,g__RUG14223,ANa
8645,g__RUG14239,FH ANa
8646,g__RUG14240,ANa
8647,g__RUG14243,FH ANa
8648,g__RUG14258,nothing
8649,g__RUG14267,q F-
8650,g__RUG14282,FH
8651,g__RUG14284,FNa
8652,g__RUG14300,FH ANa
8653,g__RUG14319,FH ANa
8654,g__RUG14515,FNa
8655,g__RUG14670,nothing
8656,g__RUG147,FH ANa
8657,g__RUG14871,FH
8658,g__RUG14891,nothing
8659,g__RUG14903,q F-
8660,g__RUG159,FNa
8661,g__RUG163,FH
8662,g__RUG191,FNa
8663,g__RUG210,FH
8664,g__RUG240,FH
8665,g__RUG293,FNa
8666,g__RUG306,ANa
8667,g__RUG334,FH ANa
8668,g__RUG343,nothing
8669,g__RUG350,FH ANa
8670,g__RUG369,FH
8671,g__RUG410,FH NNa
8672,g__RUG420,ANa
8673,g__RUG440,FH
8674,g__RUG472,ANa
8675,g__RUG521,FH
8676,g__RUG563,FNa
8677,g__RUG572,ANa
8678,g__RUG591,nothing
8679,g__RUG592,FNa AH
8680,g__RUG612,ANa
8681,g__RUG626,FNa
8682,g__RUG643,FH
8683,g__RUG658,FH
8684,g__RUG666,nothing
8685,g__RUG678,FH FNa
8686,g__RUG695,FH
8687,g__RUG705,q F-
8688,g__RUG708,FH
8689,g__RUG714,nothing
8690,g__RUG721,FH FH
8691,g__RUG727,nothing
8692,g__RUG730,FH
8693,g__RUG740,FNa
8694,g__RUG754,FH ANa
8695,g__RUG756,FNa
8696,g__RUG760,FH ANa
8697,g__RUG762,FNa AH
8698,g__RUG806,FNa
8699,g__RUG841,FH
8700,g__RUG842,ANa
8701,g__RUG844,FH
8702,g__RXIV01,FH FH
8703,g__RXIW01,FH
8704,g__RXIX01,FH
8705,g__RXOA01,FNa
8706,g__RYZV01,FH
8707,g__RZ26,FH
8708,g__RZYC01,ANa
8709,g__RZYF01,FH
8710,g__RZYO01,AH ANa
8711,g__RZYP01,FH ANa
8712,g__RZYX01,ANa
8713,g__RZYY01,FH ANa
8714,g__RZZM01,AH
8715,g__RZZR01,FH NNa
8716,g__RZZS01,FH ANa
8717,g__RZZT01,nothing
8718,g__Rahnella,FH
8719,g__Raineya,FH
8720,g__Raineyella,FH
8721,g__Ralstonia,FH
8722,g__Ramlibacter,FH
8723,g__Raoultella,FH
8724,g__Raoultibacter,FH
8725,g__Raphidiopsis,FH
8726,g__Rappaport,FH
8727,g__Rariglobus,FH
8728,g__Rarobacter,FH
8729,g__Rathayibacter,FH
8730,g__Reconcilibacillus,FH
8731,g__Rectinema,AH ANa
8732,g__Regiella,FH
8733,g__Rehaibacterium,FH
8734,g__Reichenbachiella,FH
8735,g__Reidiella,FH
8736,g__Reinekea,FH
8737,g__Renibacterium,FH
8738,g__Reyranella,FH
8739,g__Rhabdaerophilum,FH
8740,g__Rhabdobacter,FH NNa
8741,g__Rhabdochlamydia,ANa
8742,g__Rheinheimera,FH
8743,g__Rhizobacter,FH
8744,g__Rhizobium,FH
8745,g__Rhizobium_A,FH
8746,g__Rhizobium_B,FH NH
8747,g__Rhizomicrobium,FH
8748,g__Rhizorhabdus,FH
8749,g__Rhizorhapis,FH
8750,g__Rhodanobacter,FH
8751,g__Rhodobacter,FH
8752,g__Rhodobacter_B,FH
8753,g__Rhodobacter_C,FH
8754,g__Rhodobacter_F,FH
8755,g__Rhodobium,FH AH
8756,g__Rhodoblastus,FH
8757,g__Rhodocista,FH
8758,g__Rhodococcus,FH
8759,g__Rhodococcus_B,FH
8760,g__Rhodococcus_C,FH
8761,g__Rhodocyclus,FH
8762,g__Rhodoferax,FH
8763,g__Rhodoferax_A,FH
8764,g__Rhodoferax_B,FH
8765,g__Rhodoglobus,FH
8766,g__Rhodohalobacter,FH
8767,g__Rhodoligotrophos,FH
8768,g__Rhodoluna,FH
8769,g__Rhodomicrobium,FH
